,name,beer_style,brewery,rating,num_ratings,abv,date_added,beer_desc,not_available
22,Quilter's Irish Death,Strong Ale - Other,Iron Horse Brewery,3.9,"34,707",7.8% ABV,11/13/10,"Created by the brewery’s founder, Quilter’s Irish Death is what we call a dark, smooth ale. Any attempt at classifying it just ends up sending beer geeks into a style guidelines diatribe. So forget style guidelines. Is your pursuit of micro beer about tasting copies of a style that fit guidelines anyways? (Neither is ours) We lovingly refer to it as beer candy. While tempting to session this beer, the name is a necessary reminder that despite the surprising approachability, this beer weighs in at a hefty 7.8% ABV.",
23,Ymbú-Rana,Strong Ale - Other,Trilha Cervejaria,3.9,228,10.5% ABV,05/28/19,Strong Ale maturada com sementes de amburana.,
24,A Bit of A Barrel Aged Birthday Blend,Strong Ale - Other,DOT Brew,3.9,251,9.4% ABV,07/06/20,A mega mix of amber/stout/red ale aged in a series of Irish potstill/bourbon/dark rum & virgin American oak barrel.,
25,5 Year Anniversary Scotch Barrel,Strong Ale - Other,Aardwolf Brewing Company,3.89,225,16.4% ABV,09/01/18,Strong Ale aged two years in Scotch barrels.,
26,Category 5 Belgian Quintupel (2019),Strong Ale - Other,Big Storm Brewing Co.,3.88,154,15.6% ABV,07/27/19,,
27,5th Anniversary Ale,Strong Ale - Other,Three Taverns Brewery,3.88,193,12.5% ABV,11/19/18,"12.5% strong ale that is a blend of 5 barrel-aged beers: Helm’s Deep, Mount Fang, Departed Spirit, BBA Dubbel Shot, and DBA Feest Noel. Aroma is full of herbal spiced notes and the flavor is complex with dark fruits, chocolate, and roasted coffee.",
28,Red Horizon 2. Edition,Strong Ale - Other,Nøgne Ø,3.88,"2,326",13.5% ABV,12/01/12,Brewed with Masumi sake yeast no. 7,1.0
29,Deadblow,Strong Ale - Other,Bottle Logic Brewing,3.88,174,8% ABV,07/16/20,"Pastry Strong Ale brewed with lactose and finished with coconut and maple syrup. 

Named in tribute to Grant Imahara, who sparked a love of science and invention in so many of us.",
30,PB & Death,Strong Ale - Other,Iron Horse Brewery,3.88,"1,262",6.53% ABV,01/05/20,"Your favorite sandwich spread in a beer. Inspired by it's big brother, Irish Death, PB & Death is a delightful, dark smooth brew made with peanut butter and rich chocolatey malts.",
31,Citrus Gin Triple Sour,Strong Ale - Other,Field House Brewing Co.,3.88,212,9% ABV,05/09/20,"This gin & juice inspired imperial sour ale combined lemon and orange peel, gin botanicals, a light dry-hop of of citrus-forward hops, and a strong alcohol backbone for a unique drinking experience. Delicious, bold and refined.",
32,Red Horizon 3. Edition,Strong Ale - Other,Nøgne Ø,3.88,"2,555",12.5% ABV,01/20/13,What we have tried to do here is to get the optimum fruitiness out of a sake yeast. This beer was fermented for 10 weeks at low temperature with sake yeast No. 9 to achieve that.,1.0
33,The Good Son: Apple Pie,Strong Ale - Other,Birds Fly South Ale Project,3.87,267,11.7% ABV,11/27/19,"A very special annual collaboration with a rotating lineup of our closest friends. This Bourbon Barrel-Aged Golden Strong Ale is available in several flavor variations. The only non-dark beer to release at our yearly Black Sheep event, The Good Son is a big, malty and slightly sweet celebration of the season.

2019 – Speciation Artisan Ales – Apple Pi",
34,Belgian Strong Ale (Bourbon Barrel Aged),Strong Ale - Other,Salden's Brewery,3.87,336,16.5% ABV,06/04/19,"24 months, american oak.",
35,SchuppenBoer Maxima Whisky BA,Strong Ale - Other,Brouwerij Het Nest,3.85,"1,601",14.9% ABV,02/29/20,,
36,The Dude,Strong Ale - Other,Brew Hub Taproom,3.85,341,10% ABV,09/24/18,White Russian Imperial Ale inspired by The Big Lebowski,
37,A Long Story,Strong Ale - Other,Newstead Brewing Co.,3.85,205,7.2% ABV,05/15/18,"Building the longest cantilevered bridge in Australia and building it straight into a cliff face is a daunting task for even the most daring of Bradfields. A feat of Brisbane ingenuity and guts, in the midst of the Great Depression, The Story Bridge is the bold and striking big brother of the Brisbane riverscape.

Many Brewers would consider using 100% wheat malt a dumb choice, and they're not wrong. We even broke the lauter tun and had to shut down production for a few days. Friendships were tested, limits were pushed but what resulted is something truly unique. We even chucked it in some Old Forester bourbon barrels for good measure. Its a cacophony of oak, vanilla, raisins, chocolate and coconut.

You always go full Newstead.",
38,VAT#25 X Imperial Pilzner Barrel Aged Glen Moray Whisky,Strong Ale - Other,Berghoeve Brouwerij,3.84,183,10% ABV,06/09/20,"Berghoeve bestaat in 2020 10 jaar! Om dit jubileum te vieren hebben we natuurlijk een paar kneiters gebrouwen. Dit bier 10 procent alcohol symboliseert waar we staan. Geen poeha, gewoon simpel, maar wel kneiters smaakvol. Dit bier heeft gerijpt op een Glen Moray Whisky vat.",
39,Brigit's Flame,Strong Ale - Other,The Black Abbey Brewing Company,3.84,451,8.6% ABV,09/24/19,"An imperial brown ale aged in Jameson Irish Whiskey barrels for 10 months. Brown, malty and caramel-forward with hints of nutty/biscuit malt and roast. A strong hop backbone offsets the subtle sweetness and vanilla from the barrels.",
40,Groundbreaking Collaborations #1 - In Bocca Al Lupo,Strong Ale - Other,Stone Brewing Berlin,3.84,"1,118",9.1% ABV,05/23/17,"ici. Due icone si incontrano a Berlino per augurare in bocca al lupo alla craft beer revolution. Collaborateurs Teo Musso and Greg Koch share many things in common. Chief among them they began their rise to prominence in the late 1990’s with big, bold beers, and these gents are, shall we say, full of braggadocio, swagger and unrepentant joie de vivre. Also in common was the way in which, with aggressive intention, they each so cavalierly sabotaged norms that had been so irresponsibly led by the lowest common denominator purveyors of industrial beer. Thus, it’s only natural that having first met in Piozzo, Italy in 2000, the pair found themselves to be international comrades and lifelong friends in the craft beer revolution.

This beer needs to be sufficiently scaled to the personalities brewing it. Therefore, it is unquestionably full of braggadocio, swagger and unrepentant joie de vivre.

High in the Italian Alps, whence the gentian root [radice di genziana] was sourced, lie the lairs of Italian wolves (natch). Lupo and luppulo is Italian for wolf and hops, respectively. This is all the excuse that we needed.",1.0
41,Poco Fuerte,Strong Ale - Other,Brix City Brewing,3.84,255,10.5% ABV,10/05/18,"This is a blend of our Barelywine and Quad, both aged for over a year in Bourbon barrels.",
42,Wooded Reserve: BBA Pastry Blonde Strong Ale,Strong Ale - Other,New Realm Brewing Company,3.84,298,10.6% ABV,10/18/19,"Introducing the first release in our 2019 Wooded Reserve Series of barrel aged beers. Barrel aging imparts layers of bourbon, sherry and vanilla notes. Decadently sweet, this strong golden ale needs little more than its grand malt bill and time aging in fine barrels. Aged 7 months in 1st use bourbon barrels. Chosen from the New Realm Reserve.",
43,Тварь VS Predator,Strong Ale - Other,Lovecraft Weird Brewery,3.84,326,7.5% ABV,12/10/18,"Пятая часть нашего супергеройского блокбастера, без которого не обходится ни один последний Новый Год. В главной роли все тот же рубиновый стронг эль, а роль специально приглашенной звезды в этот раз исполняет ежевика – королева лесных ягод. Захватывающий сюжет, непредсказуемая история, а развязка… ладно, ладно, дальше без спойлеров.",
44,DCBC2,Strong Ale - Other,Dark City Brewing Company,3.83,439,11.9% ABV,01/06/18,"A meticulously chosen blend of a variety of strong ales (barleywine, imperial stout, imperial brown ale) that aged for 4-12 months in Heaven Hill and Four Roses bourbon barrels.",
45,Marigold Celebration Ale,Strong Ale - Other,Cruz Blanca Brewery,3.83,799,10% ABV,10/27/16,"Inspired by Día de los Muertos. Sugar Creek malts, Seedling blueberries and tart cherries unite with Sparrow’s Burundi and Laurina cold brew coffee.",
46,Banana Nut French Toast,Strong Ale - Other,Odd Side Ales,3.83,229,8.25% ABV,08/15/20,BBA banana nut french toast.,
47,Banana Trip Hazy Edition,Strong Ale - Other,Selfmade Brewery,3.83,604,9.4% ABV,01/25/19,"Всем знакомый Banana Trip, только мутный...

#все_еще_Banana_Trip , #уже_не_Banana_Trip",
48,Winter On Mars,Strong Ale - Other,Saint Mars Of The Desert,3.83,404,9.3% ABV,11/15/19,Mixed fermentation dark foeder beer brewed with Columbian panela sugar.,
49,Rage = Madness Raspberry Strong Ale Whisky BA,Strong Ale - Other,Browar Birbant,3.83,303,9.5% ABV,03/21/19,,
0,Guava Table,Table Beer,Holy Mountain Brewing,4.32,487,4% ABV,10/08/16,A table sour fermented in oak puncheons with brettanomyces and lactobacillus and aged on guava. Refermented in the bottle with brettanomyces.,
1,Guava Gin Table,Table Beer,Holy Mountain Brewing,4.31,385,4.5% ABV,08/06/17,A wheat table beer fermented in oak with brettanomyces and lactobacillus and aged in captive spirits big gin barrels with guava. Refermented in the bottle with brettanomyces.,
2,Vermouth Gin Table,Table Beer,Holy Mountain Brewing,4.3,608,5.2% ABV,02/16/18,Vermouth Gin Table started as a blend of our wheat blonde sour base fermented in a combination of neutral oak wine barrels and Captive Spirits Gin barrels. The blend was then transferred in to a combination of Red and White Italian Vermouth barrels and aged for a full year. Refermented in the bottle with Brett.,
3,Mango Table,Table Beer,Holy Mountain Brewing,4.18,551,4% ABV,03/12/17,A table sour fermented in oak puncheons with brettanomyces and lactobacillus and aged on mangoes. Refermented in the bottle with brettanomyces.,
4,Marionberry Table,Table Beer,Holy Mountain Brewing,4.09,331,6% ABV,03/16/18,"Marionberry Table is a wheat table beer fermented and aged one year in oak with a house captured wild culture. The base beer was then transferred into Cognac puncheons on top of a large amount of Marionberries from Decker Farms, where it continued to age for a number of months. Refermented in the bottle with Brettanomyces.",
5,Montmorency Table,Table Beer,Holy Mountain Brewing,4.09,494,4.8% ABV,10/12/17,Montmorency Table is a wheat table beer that was fermented in oak with brettanomyces and lactobacillus and aged in puncheons on Montmorency cherries. Refermented in the bottle with brett.,
6,Guava Rum Table,Table Beer,Holy Mountain Brewing,4.07,248,4.8% ABV,05/03/19,A wheat based table beer fermented in oak with a house mixed culture and aged in Jamaican rum barrels with guava.,
7,Grapefruit Table,Table Beer,Holy Mountain Brewing,4.07,721,4% ABV,01/23/16,A table sour fermented with brettanomyces and lactic acid bacteria in an oak puncheon aged on grapefruit zest and juice. Refermented in the bottle with brettanomyces.,
8,Sudachi Table,Table Beer,Holy Mountain Brewing,4.05,509,4.5% ABV,08/05/17,A wheat table beer fermented in oak with brettanomyces and lactobacillus and aged in puncheons with sudachi fruit zest and juice. Refermented in the bottle with brettanomyces.,
9,à la Table (Blend #1),Table Beer,Side Project Brewing,4.02,"1,006",2.5% ABV,05/14/19,"Inspired by the refreshing and low-alcohol classic Saisons of the past, à la Table was fermented with wild Missouri yeast and our house Saison blend before being aged in Missouri Oak for several months and then naturally conditioned.",
10,Strawberry Table,Table Beer,Holy Mountain Brewing,3.99,205,5% ABV,12/14/18,"A wheat table beer fermented in oak with Brettanomyces and Lactobacillus and aged on Puget Crimson Strawberries from Spooner Farms in Puyallup, WA. Refermented in the bottle with Brettanomyces.
5% alc by vol.",
11,Table Beer,Table Beer,Brew Gentlemen,3.98,"1,737",4.8% ABV,02/22/17,"Table beer is our interpretation of a Belgian tafelbier. Traditionally served with meals this delicate saison is aged for several months in oak foeders with our house culture, then naturally conditioned in the bottle.",
12,Errday,Table Beer,Fonta Flora Brewery,3.98,"1,050",3.9% ABV,02/25/17,"foeder-fermented, mixed-culture table beer.",
13,Push Pull,Table Beer,White Rooster Farmhouse Brewery,3.98,461,4% ABV,03/19/17,Mixed fermentation Table Beer aged in local wine barrels.,
14,Sauvage Rosé,Table Beer,The Veil Brewing Co.,3.98,306,4% ABV,08/22/18,"A 4% ABV table beer that was naturally cooled in our coolship, barrel fermented with a pitch of wild yeast then aged in red wine barrels for 12 months. It was then refermented on second use raspberries.

Raspberries intertwine with silky Chardonnay and a delicate oak and acid profile. Bottle conditioned.",
15,Pebble,Table Beer,Fox Farm Brewery,3.95,381,4.4% ABV,11/13/19,,
16,Hay,Table Beer,Plan Bee Farm Brewery,3.91,806,4% ABV,04/04/17,"A table beer with NY barley, wheat, oats and rye. Tart finish, easy drinking.",
17,The Art of Holding Space,Table Beer,Keeping Together,3.89,162,3% ABV,12/05/19,"The Art of Holding Space is a crushable 3% ABV table beer. Yeast profile is center stage with a light apricot fruitiness intermingled with notes of hay and white pepper. The beer is medium in body thanks to a hefty dose of oats and spelt, has a zippy lemon-like acidity, and carries a crisp noble bitterness in the finish.",
18,Cascade Table,American Wild Ale,Holy Mountain Brewing,3.89,235,3.8% ABV,12/19/15,,
19,Cush Jr.,Table Beer,Cushwa Brewing Company,3.89,328,4.2% ABV,08/20/19,"In honor of long, hot summer days, we decided to brew a much smaller version of Cush. We used the same ingredients with a few recipe tweaks to balance the low ABV and still maintain body and flavor.",
20,Adaptive Distortion,Table Beer,Tired Hands Brewing Company,3.89,"1,699",3.5% ABV,03/01/19,"Pilsner malt and raw white wheat. Hopped and dry hopped intensely with Nelson Sauvin, Motueka and New Zealand Cascade. Fermented with a blend of our favorite clean and expressive house yeasts in French oak for almost four months. Bottle conditioned for a lush and lively level of carbonation!",
21,Raspberry Table Sour,Table Beer,Baere Brewing Co,3.88,332,4.8% ABV,08/02/15,,
22,De Table,Table Beer,Brasserie Auval Brewing,3.87,"1,116",4.8% ABV,02/23/18,,
23,Servants Table,Table Beer,Holy Mountain Brewing,3.86,606,3.4% ABV,09/04/16,,1.0
24,Beer Table Table Beer,Table Beer,Crooked Stave Artisan Beer Project,3.86,"3,032",3.6% ABV,11/21/14,This is a lightly tart golden beer with a small touch of Brett and heavy handed hopping.,
25,Life On Land,Table Beer,Half Acre Beer Company,3.85,410,3.9% ABV,08/16/17,Wyld Table Beer,
26,Form To Table (Batch 002 - 2018),Table Beer,Fermentery Form,3.85,201,3.5% ABV,07/20/18,Hoppy Table Beer,
27,Sauvage,Table Beer,The Veil Brewing Co.,3.83,340,3.7% ABV,03/05/18,"Belgian Table Beer that was naturally cooled overnight in our rooftop koelschip then fermented and aged in red wine barrels with Brettanomyces for 13 months. Sessionable with delicate notes of oaky Chardonnay, berry, and pineapple. Bottle conditioned for 19 months.",
28,Tippette,Table Beer,Plan Bee Farm Brewery,3.82,189,3.4% ABV,06/11/20,Tippette is a tiny tart coolship-cooled 100% NY ingredient table beer. fermented in an oak tank. Sink it then Drink it.,
29,Hee Haw,Table Beer,Tired Hands Brewing Company,3.81,314,4.9% ABV,07/26/18,Strawberry Table Bier,
30,Table Nouveau,Table Beer,Shared,3.8,"1,482",4% ABV,03/09/17,New Zealand & European Dry-Hopped Table Saison.,
31,Vesper,Table Beer,Holy Mountain Brewing,3.8,"1,029",3.8% ABV,02/16/18,"Table Beer
Vesper was brewed with Pilsner malt, flaked rye and wheat and lightly hopped with Styrian Golding and Cascade. It was fermented in stainless with one of our favorite Strains of Belgian yeast and then conditioned with Brett.",
32,Table IPA,Table Beer,4 Hands Brewing Company,3.8,482,4% ABV,05/07/17,"A collaboration ale brewed with our friends at Narrow Gauge Brewing. A table IPA with oat flakes and Citra, Columbus, El Dorado, Galaxy, Mosaic & Simcoe hops.",
33,Flora Firma,Table Beer,The Drowned Lands Brewery,3.79,158,3.5% ABV,03/26/20,"Dry-hopped Table Beer brewed with a traditional farmhouse heist of NY grown Pilsner malt, wheat, rye, and oats, hopped generously with Zuper Saaz and Motueka.",
34,Supposed To Be So Easy,Table Beer,GlassHouse Beer Co,3.79,437,3.2% ABV,02/12/19,"-Brew//October 2020//v4

Vermont yeast fermented. Hopped W/ Bruce+Mosaic+Columbus. Pillowy soft juicy hop",
35,Le Petit Prince (Green Bottle),Table Beer,Jester King Brewery,3.78,252,2.9% ABV,07/11/15,Farmhouse Table Beer packaged in a green bottle.,
36,Piglette Noir,Table Beer,Brewery Bhavana,3.78,185,4.2% ABV,07/18/18,"Don’t let the color fool you; this ultra light ale is as bright and tart as its sister-beer, our Piglette Grisette. Carafa malt and a little rye lend a roasted finish and deep black hue to this otherwise light-bodied, Belgian-style table beer. Blended with our house dark sour culture, it’s perfect for long, late summer nights.",
37,Form To Table,Table Beer,Fermentery Form,3.78,205,3.5% ABV,11/29/17,"One of the first two releases at the brewery. A mixed fermentation and fermented with oak and house cultures. All bottles are naturally conditioned. Form to Table is a 3.5% hoppy table beer. It’s dry with a firm bitterness, and noble hop character. It tastes of autumn leaf funk, lemon and lychee, and has a nice quenching tartness. Batch #1 was released 07/01/17.",
38,Farm House Table Beer,Table Beer,Arrowood Farms,3.78,326,5% ABV,10/22/17,Aged in French Oak Chardonnay barrels.,
39,Assemblage #9,Table Beer,Brasserie Dunham,3.78,664,5.5% ABV,07/02/18,"Assemblage de bière de Table et de Cyclope IPA barriquées, inoculées de brett & vieillies au moins 6 mois. Dry-Hop à l’Ekuanot.",
40,ALTAIR,Table Beer,Black Project Spontaneous & Wild Ales,3.77,282,4% ABV,11/15/17,"Pilsner and rye malts create a low alcohol base beer with wild-foraged Black Trumpet Mushroom added to the coolship, which is then fermented in second use bourbon barrels. This is an easy-drinking, tart, table beer with a bright citrus flavor; crisp fall leaves, fresh rain, and subtle earthy notes; that finishes with a kiss of vanilla and oak.
⠀
It is our small, but flavorful table beer that is intended to be enjoyed in the fall while the weather changes around us, leading into coolship season.",1.0
41,Tuya,Table Beer,Track Brewing Company,3.77,920,3% ABV,07/11/19,Mosaic & Citra hopped Table Beer,
42,Bière De Table (Batch 2),Table Beer,Brasserie Dunham,3.77,313,4.3% ABV,07/16/17,ight Belgian style dry-hopped ale.,
43,Oatmeal Cookie Ale (OCA),Table Beer,Brown Iron Brewhouse,3.76,245,5.5% ABV,02/20/18,"American Amber Ale brewed with hefty amounts of oatmeal and brown sugar, aged on vanilla, cinnamon, and clove. Not quite how Grandma used to make it!",
44,Sif,Table Beer,Folksbier,3.76,"1,121",4.7% ABV,11/11/17,A dry hopped table beer with a bright golden body fermented using a strain of Nordic ale yeast and dry hopped for a touch of citrus hop character on the finish.,
45,Partagé,Table Beer,Kent Falls Brewing Co.,3.76,301,3% ABV,08/29/17,"From the French word meaning ""to share"", this beer is meant to be an accent to an experience shared with friends and family; made with malt from our friends at Valley Malt and white wheat from Wild Hive, aged hops from our farm, a touch of German hops, conditioned in stainless with microfloral cultivated from our farm, and bottled conditioned for weeks in a green bottle. Partagé is a beer truly made from our home and meant to be shared in yours. We hope you'll drink with consideration. Cheers!",
46,Twig : Solera Table Bier,Table Beer,Lost Forty Brewing,3.76,337,3.9% ABV,04/25/18,"TWIG is the product of our interpretation of the solera method. To create this refreshing, effervescent, lightly tart ale, we fermented a light, pale base beer with a blend of wild cultures harvested from around Little Rock in our Missouri White Oak feeder. Each time we pull a portion of TWIG to package from our feeder vessel, we top it back up. Therefore, every TWIG release is unique, but also contains a portion of the original and subsequent fillings.",
47,Hard On Me,Table Beer,Track Brewing Company,3.75,300,3.2% ABV,07/13/18,,
48,Yippee-Ki-Yay Nordic Table Beer,Table Beer,Powell Brewery,3.75,205,4.5% ABV,04/19/18,"Nordic and American yeast strains, along with Lactobacillus come together to produce a light, effervescent and vinous-like ale. A significant Mosaic dry-hop adds flavours and aromas of blueberry, tangerine and lots of tropical fruit.",
49,Ten - VCBW 10th Anniversary Ale,Table Beer,Four Winds Brewing,3.75,384,4.2% ABV,05/14/19,"We here at Four Winds are honoured to have hosted the Tenth Anniversary brew for Vancouver Craft Beer Week. Coming in at a nice and light 4.2%, Ten is a dry-hopped table saison that is bursting with tropical flavours, making this an extremely satisfying summer beer. Thanks to our collab partners at Powell Brewing and Dageraad brewing for working with us on this recipe, and thank you to all of the sponsors who donated their time and resources to make this project a reality.",
0,Paw Paw,Traditional Ale,Afterthought Brewing Company,3.93,182,5% ABV,02/18/18,"Ale brewed with Midwestern ingredients -- including paw paw puree from Ohio -- and fermented in oak barrels.

Formerly known as Saison Meer: Paw Paw.",
1,Meesterstuk 2019 BA Whisky,Traditional Ale,Jopen,3.93,528,11% ABV,01/08/20,"Could this get any better? This barrel aged Doppelsticke is packed with aromas of spruce needles. Nice and spicy with hints of caramel, dark chocolate and sweet whisky.",
2,Bourbon Barrel Fruitful Fort - George Dickel Bourbon Barrel,Traditional Ale,Dogfish Head Craft Brewery,3.91,336,19.8% ABV,05/28/19,Belgian Aged Al,
3,Lost Dutchman,Traditional Ale,Lake Time Brewery,3.9,460,6.3% ABV,01/16/20,"For more than 120 years, the legend of the Lost Dutchman mine has haunted the minds and souls of treasure seekers throughout the world - about as much as finding a way to put a Stroopwafel into a beer has haunted us. That shared desire brought about this unique collaboration between Lake Time and Gezellig. Together we found the perfect pairing of wafer cookies and caramel goodness from the Stroopwafel with the rich malt flavor of a Dutch Ale. We hope you find it to be the treasure you’ve been looking for as well!",
4,Bourbon Barrel-Aged Fruit-Full Fort,Traditional Ale,Dogfish Head Craft Brewery,3.86,236,17% ABV,07/30/18,"Bourbon Barrel-Aged Fruit-Full Fort ... what?! Let’s start at the beginning.

We first took our beloved Fort and added a boatload of more berries, including raspberries, blackberries, boysenberries and elderberries to create Fruit-Full Fort – a 17% ABV ale reminiscent of a jammy red wine that’s available nationwide right now! (Check out our Fish Finder to find some near you!)

Then we took our newly released Fruit-Full Fort and aged it in freshly emptied bourbon barrels for four whole months! The result? A rich, full-bodied and berry-forward ale that’s sweet with warm notes of tawny port, vanilla, coconut and toasted oak. Full of complexities, Bourbon Barrel-Aged Fruit-Full Fort is the perfect brew to enjoy now or lay down for later!

Bourbon Barrel-Aged Fruit-Full Fort was released in 750ml bottles exclusively at our Milton Tasting Room & Kitchen on Saturday, July 28, 2018, as well as poured at the 2018 Great American Beer Festival.",1.0
5,Juicy Fruit (Barrel Aged),Traditional Ale,Huss Brewing Company,3.84,394,5.2% ABV,07/24/16,American ale brewed with natural peach and mango purée then aged in Colorado whiskey barrels.,
6,Freya (Vintage 2015),Traditional Ale,Penyllan,3.84,473,8.5% ABV,04/16/19,"Blend of a dark trappist ale and a traditional milk stout that spent two years on a cognac barrel. Some of the sugar from the milk stout is unfermentable leaving some body to this otherwise dry and crisp beer. A beer that is surprisingly refreshing for its color and alcohol level.
Almost black with chestnut highlights and tan head. Initial aroma is dark chocolate with hints of coffee but as it warms up vanilla overtakes. Flavor follows with the dark chocolate, tobacco and coffee, topped up with prunes, burned sugar and sour cherries. Finishes with bright acidity, balsamic sweetness and a lingering roasted note.",
7,MNTN/MTHR - DJ Dieselboy Collab (Ghost 718),Traditional Ale,Adroit Theory,3.83,274,3.5% ABV,01/26/19,"Ale brewed with Tea, Mandarin, Mint, Marshmallow, Marigold, Maple, and Miso.

This is collaboration number THREE with our friend and drum and bass extraordinaire Damian Higgins, aka, DJ Dieselboy! Previously have done a porter and a blonde ale, this time we switched it up with a light and fluffy tea ale. It's a breath of fresh air, and makes you think of floating on a cloud. Chase it with one of our Russian Imperials to bring you back down to reality.",1.0
8,Strawberry Spring Session Ale,Traditional Ale,Dangerous Man Brewing Co. ,3.83,334,4.3% ABV,04/28/17,"Strawberry Spring Session Ale, a juicy, creamy, hazy, low ABV concoction that's sure to bring you to a bright and sunny place.",
9,Arcanum (Singularis #2) (Syrah Barrels),Traditional Ale,OEC Brewing (Ordinem Ecentrici Coctores),3.82,150,12% ABV,04/02/16,Arcanum is our Adambier. Adambier was an extinct German ale style that was brewed around Dortmund. It was reminiscent of a strong altbier brewed to about 11 or 12% & was fairly well hopped for its time. It was then matured & soured in oak barrels. This special version was aged in a Syrah barrel for 13 months.,
10,Naughty 90 Oaked Ale,Traditional Ale,Toppling Goliath Brewing Co.,3.81,"5,123",9.8% ABV,07/05/17,"A dark, rich, strong ale brewed with toasted malts and aged on a bed of oak. Its bitterness is masked by roasted oak and smooth caramel flavor",
11,Gloaming Ponder,Traditional Ale,Brewery Vivant,3.8,292,6.3% ABV,02/21/19,"A traditional ale with flavors of toasty malt, fruity farmhouse esters, and a clean finish. A great ale to drink with cassoulet while you ponder the subtle complexity of this gem.",
12,Amish Apple Pie,Traditional Ale,Breaker Brewing Company ,3.78,272,6.7% ABV,10/19/18,"Brewed with German malts and flaked oats. Hopped with Mosaic and double dry hopped with Chinook. Rested on baked Granny Smith and Gala apples, vanilla beans, and cinnamon sticks. Something to warm the soul while the weather turns cold.",
13,Meesterstuk 2019 BA Pedro Ximénez Sherry,Traditional Ale,Jopen,3.77,459,11% ABV,01/08/20,"Oh, boy! This Doppelsticke is brewed with spruce needles and aged on Pedro Ximénez Sherry barrels. Aromas of cedar wood and cherry. Sweet flavors of red fruit and vanilla.",
14,Winchester,Traditional Ale,The Star Spangled Brewing Company,3.77,209,8% ABV,01/14/18,Aged in kentucky bourbon oak. Smooth vanilla and oak tones.,
15,SoDel Pie Ale,Traditional Ale,Thompson Island Brewing Company,3.77,218,6.5% ABV,11/01/19,"This edition is a nod to our SoDel Lime Pie which recently was voted 'Best Pie in Delaware' by PEOPLE Magazine. This full body ale is brewed with oats, honey malt, graham crackers (at a rate of more than 1 lb/barrel) and lactose. At the last minute, we added key lime and mango puree in addition to vanilla bean to create a true explosion of flavor reminiscing our SoDel Lime Pie.",
16,Good Luck Charms,Traditional Ale,TailGate Brewery,3.76,252,6.1% ABV,03/15/19,Tastes like the leftover milk in Lucky Charm,
17,Jopenbier,Traditional Ale,Browar PG4,3.75,175,10.1% ABV,03/18/19,"Jopen - w XV, XVI i XVII w. gdańskie piwo uznawane było za ""króla europejskich piw jęczmiennych"". Określano go mianem: napój dubletowy. Znaczy to, że do jego produkcji zużywano dwa razy więcej słodu niż przy piwie tzw. pełnym. Zatem na jedną beczkę Jopenbier zużywano 183 kg słodu jęczmiennego w najlepszym gatunku. 

Piwowar Johannes Herberg z Browaru PG4 w Gdańsku wspólnie z prof. Sampem przeprowadził na szeroko zakrojoną skalę badania, w wyniku których dotarto do oryginalnej receptury Jopenbier oraz nowych, nigdzie wcześniej niepublikowanych materiałów dotyczących pochodzenia nazwy tego królewskiego trunku.

Parametry:
Ekstrakt: 44,1 • Alkohol: 10,10% • IBU: 77 • Energia: 837,7 kJ, 200kcal/100ml",
18,Philly Pretzel,Traditional Ale,Village Idiot Brewing Company,3.75,624,5.6% ABV,11/18/16,We added 10 pounds per BBL of Philly Pretzels into the mash of this malty biscuity brew.,
19,Uncle Olaf,Traditional Ale,Ursula Brewery,3.74,418,7.6% ABV,05/25/16,"""Uncle Olaf"" is a recently re-discovered beer style called Norwegian Farmhouse. It is golden/orange in color and has deep subtle flavors like orange peel and citrus, but it's most dominant and fun flavor comes from the massive ammounts of juniper branches we steeped in the hot water used to brew the beer. It is traditionally served still (No Carbonation) and we'll be serving it the same way. It's piney and delicious and like Christmas.",
20,Broken Carabiner,Traditional Ale,Ike & Oak Brewing Company,3.74,782,5.8% ABV,02/06/19,"This Green Tea Ale's complex tropical fruit flavors (notes of peach, pineapple, passion fruit, mango & berries) is well balanced with medium bitterness to make it refreshing & crushable. It is slightly hoppy with a bit of caffeine.",
21,Sigmund’s Kveik,Traditional Ale,Bottle Share,3.74,321,5% ABV,07/22/16,Collaboration brew with Big Village Brewery. Norwegian tradition farmhouse ale with juniper. The use of kveik is one of the many traditional methods still used by a few farmhouse brewers and homebrewers in Norway. More information here http://www.milkthefunk.com/wiki/Kveik,
22,Ragnarsdrápa,Traditional Ale,Avery Brewing Co.,3.73,450,7.1% ABV,03/14/17,"Ancient Viking [Finnish] Beer c. 900–1000 CE A Viking inspired beer from the 9th century CE brewed with Scandinavian malt, juniper berries and branches, and bakers yeast",
23,Streusel,Traditional Ale,Spoonwood Brewing Co.,3.73,186,6.1% ABV,12/26/19,"Cherry ale brewed with nearly 500 lbs 
of cheery puree and a touch of cinnamon.",
24,Folkways,Traditional Ale,Roaring Table Brewing,3.73,202,5.4% ABV,02/06/19,"A no-boil ale brewed in the ancient Northern European farmhouse tradition. Rich with proteins from barley, wheat, and oats. Fermented with Kveik and hopped with Cashmere, Mosaic, Ekuanot, and El Dorado.",
25,Ny Hornindal IPA,Traditional Ale,Eik & Tid,3.72,281,5.6% ABV,01/26/17,This is a traditionally inspired Norwegian raw beer with a very untraditional addition of Mosaic and Sorachi Ace hops on the cold side. It's also fermented with traditional Norwegian heritage yeast aka Kveik.,
